team_id,player_p,name_p,player_q,name_q,minutes_together,jdi,jdi90
369,13927,Guillermo Varela,13930,Giorgian De Arrascaeta,118.16666666666666,0.03115980221975446,0.023732430463564755
52,1381,Marcos Llorente,1950,Ferran Torres,75.1,0.01978128866304416,0.023705938477682747
383,1380,Thomas Partey,11843,Issahaku Fatawu,2.6,0.0006843938318297454,0.023690555717183495
360,13944,Abdelkarim Hassan,13960,Hasan Al-Haydos,208.18333333333334,0.05478592514755997,0.023684572555986216
370,8113,Noah Okafor,13880,Fabian Frei,25.266666666666666,0.0066475786733932885,0.023678710314197732
378,4142,Dylan Bronn,14029,Taha Yassine Khenissi,18.25,0.00478893101554929,0.023616646104078688
58,3301,Héctor Moreno,3352,Jorge Sánchez,182.96666666666667,0.0479963684051498,0.02360907172415822
377,13911,Young-gwon Kim,13922,Woo-young Jung,307.3,0.0805129990355068,0.023580116866891022
372,3858,Idrissa Gueye,13901,Pape Abou Cissé,121.41666666666666,0.0318081927182512,0.023577795563288467
382,13987,Mohammed Al-Owais,14011,Saleh Al-Shehri,224.08333333333334,0.05868964041144046,0.023571889789645105
386,8854,Jackson Irvine,13817,Jamie Maclaren,73.08333333333333,0.01913564163074086,0.023564986272748153
361,1697,Rodrygo,12945,Bremer,67.85,0.017734680041729275,0.023524262398756594
58,3299,César Montes,3352,Jorge Sánchez,182.96666666666667,0.04782153220559809,0.023523071043016004
371,5968,Lovro Majer,13858,Josip Juranovic,44.550000000000004,0.0116205180991084,0.02347579413961293
363,3878,Axel Disasi,5097,Ibrahima Konaté,102.7,0.02677326559697614,0.023462452811371496
58,3303,Jesús Gallardo,3367,Henry Martín,146.65,0.03820491022422488,0.023446586567884346
371,40,Dejan Lovren,8136,Ivan Perisic,543.7833333333333,0.14164984161959374,0.02344405384331401
370,5006,Renato Steffen,8011,Haris Seferovic,20.583333333333332,0.005356353114136859,0.02342049134926238
362,4498,Amadou Onana,4669,Thomas Meunier,103.4,0.02689774054942993,0.0234119598592717
382,13992,Ali Al-Bulayhi,14007,Nasser Al-Dawsari,12.033333333333333,0.0031301813474120753,0.023411328637154026
382,14010,Firas Al-Buraikan,14011,Saleh Al-Shehri,224.08333333333334,0.058171581373242666,0.023363818476423236
362,67,Jan Vertonghen,4021,Jérémy Doku,22.616666666666667,0.005870214599059481,0.02335973385034723
58,3352,Jorge Sánchez,3367,Henry Martín,146.65,0.038061501035858425,0.023358575473762414
378,14021,Ghaylen Chaaleli,14028,Issam Jebali,28.866666666666667,0.007490617330137157,0.023354118696732474
57,55,Takumi Minamino,2094,Junya Ito,42.46666666666667,0.01100688943472268,0.02332700272664932
371,4926,Borna Sosa,8136,Ivan Perisic,409.26666666666665,0.10579455004479003,0.023264805759971745
362,66,Toby Alderweireld,4021,Jérémy Doku,22.616666666666667,0.005838688398911378,0.023234279553516167
374,1810,Youssef En-Nesyri,13866,Selim Amallah,397.0,0.10246125346560878,0.023227991969533474
