team_id,player_p,name_p,player_q,name_q,minutes_together,n_interactions,joi,joi90,p_initiates_frac
370,8011,Haris Seferovic,13881,Ardon Jashari,5.7,1,0.9432888089518012,14.894033825554754,1.0
382,13998,Salem Al-Dawsari,14002,Hattan Bahebri,12.633333333333333,2,0.9043602040461349,6.4426716383233895,0.5
379,13875,Vincent Aboubakar,13878,Jerome Mbekeli,15.016666666666667,1,0.9014708027789036,5.402821681471786,0.0
372,2144,Iliman Ndiaye,3996,Bamba Dieng,22.033333333333335,1,0.8731339211325237,3.5665076960027444,1.0
380,1267,Lucas Cavallini,6916,Junior Hoilett,24.283333333333335,1,0.9523211420294565,3.529536147535391,1.0
362,215,Youri Tielemans,455,Leandro Trossard,21.283333333333335,2,0.7953372918504736,3.3632117274804676,0.5
375,1991,Aleksandar Mitrovic,12642,Ivan Ilić,26.516666666666666,1,0.9492354410360181,3.2217921945911367,1.0
385,13783,Bryan Ruiz,13790,Brandon Aguilera,26.683333333333334,1,0.9488875295986139,3.200495102955974,1.0
373,7441,Sardar Azmoun,13983,Mehdi Torabi,26.35,2,0.8951482527424324,3.057432362308118,0.5
386,13811,Nathaniel Atkinson,13822,Jason Cummings,28.733333333333334,1,0.9542875663443967,2.9890677832133075,0.0
57,55,Takumi Minamino,9981,Ritsu Doan,24.25,2,0.7754763378117884,2.8780565114664314,0.5
58,252,Raúl Jiménez,1384,Hector Herrera,31.116666666666667,3,0.9820145889111348,2.8403207177933196,0.6666666666666666
58,252,Raúl Jiménez,1452,Nestor Araujo,31.116666666666667,4,0.9658487008054962,2.7935634624261807,0.25
364,3856,Leandro Paredes,8138,Lautaro Martinez,84.66666666666667,9,2.5506512027866495,2.7113221446944697,0.3333333333333333
376,4625,Robert Lewandowski,13852,Damian Szymanski,34.31666666666667,1,0.9576664209312384,2.511606932019761,1.0
381,3734,Félix Torres,13939,Djorkaeff Reasco,33.71666666666667,1,0.8909073989289342,2.378101806335267,0.0
361,162,Gabriel Martinelli,13830,Pedro,36.516666666666666,3,0.9297146190375231,2.2914007041545523,0.3333333333333333
386,449,Aaron Mooy,13822,Jason Cummings,41.516666666666666,3,0.9724415084517343,2.1080626839178507,0.6666666666666666
368,1937,Kai Havertz,9963,Niclas Fullkrug,34.166666666666664,2,0.7918625452473558,2.08588182650523,0.5
370,8011,Haris Seferovic,8328,Remo Freuler,45.56666666666666,2,0.9704553943946804,1.9167736392579644,0.5
372,3996,Bamba Dieng,13228,Youssouf Sabaly,122.38333333333333,6,2.5909088769141047,1.9053394982072949,0.5
366,84,Steven Bergwijn,3861,Xavi Simons,14.25,5,0.2885431399446511,1.8223777259662175,0.6
366,5009,Wout Weghorst,8034,Steven Berghuis,43.099999999999994,4,0.866868594007952,1.8101664376036124,0.75
51,328,DeAndre Yedlin,12183,Haji Wright,48.2,3,0.9548111269326863,1.7828423531938127,0.3333333333333333
50,311,Callum Wilson,371,Jack Grealish,47.03333333333333,1,0.914240286409218,1.7494321568425857,1.0
380,8627,Atiba Hutchinson,9094,Cyle Larin,51.13333333333333,3,0.9535445945838158,1.678337943530836,0.6666666666666666
381,4560,Carlos Gruezo,11960,Enner Valencia,52.35,2,0.9636544184279612,1.6567124672113944,0.5
385,3316,Joel Campbell,13790,Brandon Aguilera,103.95,15,1.902897420387193,1.6475302341014657,0.4
360,13947,Ismaeel Mohammed,13963,Mohammed Muntari,43.46666666666667,3,0.7953971334904436,1.6469112426565933,0.6666666666666666
362,4674,Axel Witsel,5139,Romelu Lukaku,59.08333333333333,2,0.9854121286673956,1.5010509153184588,0.0
365,4666,Raphaël Guerreiro,8593,Rafael Leao,62.41666666666667,15,0.9978796159952983,1.4388651338784006,0.6
52,1394,Alvaro Morata,1841,Pau Torres,56.28333333333333,7,0.8988607618467481,1.4373254705278178,0.42857142857142855
374,1681,Achraf Hakimi,13870,Abderrazak Hamdallah,55.06666666666666,3,0.8792560913373296,1.4370408272462412,0.6666666666666666
382,13994,Saud Abdulhamid,14002,Hattan Bahebri,12.633333333333333,2,0.20062132809087263,1.429228458694871,0.5
379,4626,Eric Maxim Choupo-Moting,12640,Martin Hongla,122.80000000000001,6,1.9261838247001148,1.4116982428583902,1.0
363,3870,Kylian Mbappé,4607,Lucas Hernández,12.05,7,0.18775585720068363,1.4023259044034462,0.42857142857142855
370,4703,Denis Zakaria,4717,Breel Embolo,61.95,5,0.9626971276150034,1.3985914686900773,0.4
51,1971,Tim Ream,4681,Giovanni Reyna,61.06666666666666,2,0.9433843534139018,1.3903590361449427,0.5
52,1394,Alvaro Morata,1513,Jordi Alba,62.66666666666667,3,0.9311775368176943,1.3373294411743482,0.3333333333333333
369,1535,Luis Suarez,13930,Giorgian De Arrascaeta,92.80000000000001,7,1.3220341589858575,1.2821451972923186,0.5714285714285714
384,201,Danny Ward,1698,Gareth Bale,65.75,1,0.925635509249751,1.2670295944103056,0.0
385,13779,Juan Pablo Vargas,13784,Johan Venegas,73.23333333333333,3,0.9983288396254215,1.2268947960803995,0.3333333333333333
365,1876,William Carvalho,8555,Otavio,73.08333333333333,13,0.9957129299139319,1.2261915214447507,0.6153846153846154
368,4621,Jamal Musiala,9963,Niclas Fullkrug,72.56666666666666,8,0.9512453620134074,1.179771464141571,0.75
385,3841,Keylor Navas,13784,Johan Venegas,73.23333333333333,1,0.9544012695043647,1.172910071762305,0.0
374,1938,Hakim Ziyech,9865,Zakaria Aboukhlal,63.916666666666664,4,0.8292315480958474,1.1676272124426534,0.5
57,8927,Ao Tanaka,10704,Kaoru Mitoma,53.96666666666667,5,0.6898450405707733,1.1504518897721359,0.4
382,14008,Riad Sharahili,14010,Firas Al-Buraikan,61.61666666666667,3,0.7604948220341031,1.1108120202824334,0.6666666666666666
366,8034,Steven Berghuis,8342,Memphis Depay,70.46666666666667,5,0.8673039441278453,1.1077202692266708,0.4
363,3870,Kylian Mbappé,4712,Marcus Thuram,147.43333333333334,9,1.801954131652776,1.0999946089673287,0.5555555555555556
368,4713,Jonas Hofmann,9918,Mario Götze,19.966666666666665,2,0.2425061622913439,1.0930995629159075,1.0
58,252,Raúl Jiménez,3303,Jesús Gallardo,79.33333333333333,4,0.9465436776798126,1.0738100545107119,0.75
368,26,Leroy Sané,9963,Niclas Fullkrug,72.56666666666666,4,0.8578613681272581,1.063953005945612,0.5
368,4616,Joshua Kimmich,9963,Niclas Fullkrug,92.5,7,1.0814543893230413,1.0522258923143104,0.5714285714285714
373,8561,Mehdi Taremi,13970,Roozbeh Cheshmi,84.75,3,0.9860276854296938,1.0471090464740112,0.3333333333333333
365,1393,Joao Felix,8008,Goncalo Ramos,141.33333333333331,5,1.6214192424651577,1.0325075364754543,0.6
380,1289,Mark-Anthony Kaye,9094,Cyle Larin,59.75,2,0.6790602864905065,1.0228523143790056,0.5
365,133,Bruno Fernandes,8593,Rafael Leao,84.65,4,0.9557298182031004,1.0161332975579331,0.75
376,2042,Kamil Grosicki,12766,Bartosz Bereszynski,13.266666666666667,4,0.14933861584231203,1.013101162749353,0.5
375,3880,Strahinja Pavlovic,8059,Dušan Vlahović,86.06666666666666,4,0.9658521100115408,1.0099925240244618,0.75
365,3857,Danilo Pereira,6020,Cristiano Ronaldo,87.3,1,0.9608870204953969,0.9906051757684504,0.0
52,96,César Azpilicueta,1394,Alvaro Morata,88.4,7,0.942388114585054,0.9594449130390821,0.42857142857142855
368,26,Leroy Sané,1937,Kai Havertz,34.166666666666664,4,0.3608794282056223,0.9506092255172491,0.5
362,4021,Jérémy Doku,4684,Thorgan Hazard,22.616666666666667,1,0.2301872868514287,0.9159995202636072,1.0
385,3316,Joel Campbell,13781,Celso Borges,260.2166666666667,26,2.6230892816476437,0.9072364133028421,0.4230769230769231
383,5085,Abdul Rahman Baba,5178,Osman Bukari,70.03333333333333,2,0.6976813046766143,0.8965918717881287,1.0
385,3316,Joel Campbell,13779,Juan Pablo Vargas,100.03333333333333,7,0.9779369567909513,0.8798499777859274,0.5714285714285714
368,1937,Kai Havertz,4608,Niklas Süle,104.8,6,0.9992361648901676,0.858122660688121,0.3333333333333333
371,4883,Andrej Kramaric,13861,Bruno Petkovic,95.6,2,0.9019482154316614,0.8491144287536562,0.5
361,1683,Casemiro,1697,Rodrygo,111.08333333333334,15,1.0462054154641311,0.8476382960999711,0.5333333333333333
368,1937,Kai Havertz,4623,Serge Gnabry,112.4,9,1.0342425531007176,0.8281301581767311,0.3333333333333333
367,1536,Martin Braithwaite,8324,Joakim Maehle,106.6,3,0.9605352655290522,0.8109584793397251,0.6666666666666666
384,6935,Joe Allen,7966,Kieffer Moore,105.58333333333333,1,0.9509296813994151,0.810579365360196,0.0
375,1991,Aleksandar Mitrovic,13906,Andrija Zivkovic,212.05,13,1.897356403983793,0.8052915650013739,0.6923076923076923
57,2088,Maya Yoshida,13802,Daizen Maeda,181.18333333333334,2,1.58863748652489,0.7891309380217465,0.5
363,3888,Aurélien Tchouaméni,4712,Marcus Thuram,115.33333333333333,6,1.004124089641908,0.7835650410500438,0.3333333333333333
371,5968,Lovro Majer,13859,Mislav Orsic,97.16666666666667,6,0.8362385828118406,0.7745606084363531,0.3333333333333333
366,8033,Davy Klaassen,11094,Cody Gakpo,197.03333333333336,12,1.670708915751141,0.7631389058582441,0.4166666666666667
52,1394,Alvaro Morata,8341,Gavi,110.08333333333333,3,0.9242936528567359,0.7556677858329105,0.3333333333333333
52,1513,Jordi Alba,1841,Pau Torres,29.116666666666667,10,0.24312284777008236,0.7514959232732941,0.3
50,1,Harry Kane,21,Phil Foden,211.08333333333331,12,1.761011634932363,0.7508458609265505,0.5
360,13944,Abdelkarim Hassan,13962,Almoez Ali,230.78333333333333,12,1.9019207430497775,0.7417037634483137,0.5
382,14010,Firas Al-Buraikan,14011,Saleh Al-Shehri,224.08333333333334,5,1.839747862226895,0.7389095169970422,0.4
51,1334,Weston McKennie,4681,Giovanni Reyna,19.333333333333332,4,0.15694457502387446,0.7306040561456225,0.5
372,3895,Ismail Jakobs,12154,Famara Diedhiou,86.81666666666666,3,0.7022957651489291,0.7280470592828215,0.3333333333333333
371,13859,Mislav Orsic,13860,Marko Livaja,95.78333333333333,5,0.7652783753123971,0.7190713810139107,0.2
365,4666,Raphaël Guerreiro,8079,Matheus Nunes,18.15,2,0.14308796851453937,0.7095271166010216,0.5
380,3965,Jonathan David,8551,Stephen Eustaquio,131.15,16,1.0327933552034103,0.708741151111757,0.4375
383,1363,Inaki Williams,4231,Alexander Djiku,110.53333333333333,1,0.8620091663384344,0.7018771861018616,1.0
369,1535,Luis Suarez,7584,Rodrigo Bentancur,124.85,6,0.9629559399318277,0.6941612702752463,0.5
372,2059,Edouard Mendy,3996,Bamba Dieng,122.38333333333333,1,0.9378270821164829,0.6896726465244462,0.0
377,1830,Kang-in Lee,13922,Woo-young Jung,126.31666666666666,14,0.9465066793914699,0.6743813258627706,0.42857142857142855
377,13912,Jin-su Kim,13923,Gue-sung Cho,268.56666666666666,8,1.9982280745614935,0.6696308553203466,0.625
375,1550,Nemanja Maksimovic,1991,Aleksandar Mitrovic,129.56666666666666,3,0.9578211338700883,0.6653246877924461,0.3333333333333333
363,1675,Raphael Varane,4194,Randal Kolo Muani,129.91666666666669,2,0.9548562816409426,0.6614783734266952,0.0
384,71,Ben Davies,7175,Sorba Thomas,8.016666666666667,3,0.05888749745901735,0.6611070400804442,0.6666666666666666
367,2073,Joachim Andersen,4053,Kasper Dolberg,126.41666666666666,4,0.9027822906948031,0.6427190995058585,0.5
377,13922,Woo-young Jung,13923,Gue-sung Cho,245.68333333333334,7,1.7406086998629784,0.6376288568794575,0.5714285714285714
50,25,Raheem Sterling,163,Bukayo Saka,137.45,7,0.9722166622556784,0.636591484925508,0.5714285714285714
57,8927,Ao Tanaka,13802,Daizen Maeda,117.68333333333334,5,0.8310465034760477,0.635554612486993,0.6
379,4626,Eric Maxim Choupo-Moting,13875,Vincent Aboubakar,141.41666666666666,3,0.9936800343495642,0.632395071949045,0.3333333333333333
367,395,Pierre-Emile Höjbjerg,4053,Kasper Dolberg,126.41666666666666,4,0.8852586873694989,0.6302434952927217,0.75
382,13993,Sultan Al-Ghannam,14003,Mohamed Kanno,145.8,13,1.0098816978120926,0.6233837640815385,0.23076923076923078
363,3870,Kylian Mbappé,4194,Randal Kolo Muani,107.13333333333333,2,0.7410039561171673,0.6224986563523186,0.5
367,4882,Robert Skov,7443,Christian Eriksen,27.066666666666666,10,0.18604770459064102,0.6186315300427718,0.7
382,13994,Saud Abdulhamid,14007,Nasser Al-Dawsari,12.033333333333333,3,0.08228119518240075,0.6153995207547979,0.3333333333333333
375,1991,Aleksandar Mitrovic,12576,Nikola Milenkovic,279.4,7,1.905229947775858,0.6137104341439773,0.2857142857142857
372,2144,Iliman Ndiaye,7988,Boulaye Dia,144.95,2,0.9838105221388735,0.610851652242143,1.0
365,8079,Matheus Nunes,8593,Rafael Leao,18.15,2,0.12279187861430119,0.608885348500667,0.0
363,113,Olivier Giroud,3888,Aurélien Tchouaméni,410.08333333333337,18,2.773734437499508,0.6087448064416721,0.6111111111111112
374,233,Romain Saïss,12777,Abdelhamid Sabiri,116.4,8,0.7791690305771477,0.6024502813740833,0.5
50,21,Phil Foden,163,Bukayo Saka,142.63333333333333,5,0.948526543488782,0.5985093871043963,0.6
373,13976,Sadegh Moharrami,13981,Ali Gholizadeh,43.2,3,0.2861311135350497,0.5961064865313536,1.0
365,17,João Cancelo,4912,André Silva,32.083333333333336,3,0.20921297236723135,0.5868831432639218,0.6666666666666666
365,4666,Raphaël Guerreiro,8008,Goncalo Ramos,155.36666666666667,6,1.0105714028794335,0.5853985813719096,0.5
360,13956,Assim Madibo,13961,Akram Afif,159.73333333333335,19,1.0360979783376933,0.5837780762754115,0.6842105263157895
373,8561,Mehdi Taremi,13977,Morteza Pouraliganji,305.0833333333333,9,1.9678056961403827,0.5805053678862642,0.3333333333333333
365,127,Diogo Dalot,8008,Goncalo Ramos,142.01666666666665,3,0.8987921435086778,0.5695901390619481,0.6666666666666666
362,66,Toby Alderweireld,112,Michy Batshuayi,151.8,2,0.9494180189063808,0.5628960586401466,0.5
373,7441,Sardar Azmoun,8561,Mehdi Taremi,146.04999999999998,11,0.9122207463662706,0.5621353452445351,0.5454545454545454
377,1257,In-beom Hwang,13916,Chul Hong,13.4,3,0.08314367237104286,0.5584276502532729,0.6666666666666666
361,1695,Vinícius Junior,3865,Neymar,210.61666666666667,31,1.2714171545099566,0.5432976683036927,0.41935483870967744
375,1957,Marko Grujic,3989,Nemanja Radonjic,18.05,1,0.107734698470698,0.5371813220145607,1.0
50,1,Harry Kane,25,Raheem Sterling,159.5,5,0.9363012553034715,0.528320457538009,0.4
382,14004,Abdulelah Al-Malki,14011,Saleh Al-Shehri,162.60000000000002,5,0.9537981902264122,0.5279325776160952,0.4
361,195,Richarlison,1695,Vinícius Junior,283.28333333333336,9,1.6382020777984474,0.5204619179920936,0.2222222222222222
377,83,Heung-min Son,13912,Jin-su Kim,346.68333333333334,18,1.9832696494472304,0.5148625598295776,0.5
384,137,Daniel James,286,Chris Mepham,170.68333333333334,3,0.9689221150053493,0.5109051285058965,0.6666666666666666
363,1532,Ousmane Dembele,3870,Kylian Mbappé,447.81666666666666,26,2.5098228279379597,0.5044118973860204,0.5384615384615384
379,4174,Jean-Charles Castelletto,4626,Eric Maxim Choupo-Moting,169.85000000000002,3,0.9460876559239527,0.5013122698448969,0.6666666666666666
377,1830,Kang-in Lee,13923,Gue-sung Cho,155.16666666666669,9,0.8572652553632187,0.4972322641204491,0.5555555555555556
368,26,Leroy Sané,4616,Joshua Kimmich,126.7,21,0.6915300445603094,0.4912210261280809,0.5238095238095238
380,1289,Mark-Anthony Kaye,4611,Alphonso Davies,59.75,5,0.3216331300513342,0.4844683130480348,0.2
386,13819,Mitchell Duke,13823,Craig Goodwin,180.3,7,0.9562527754577517,0.47733083633498413,0.42857142857142855
379,7605,Olivier Ntcham,13878,Jerome Mbekeli,15.016666666666667,1,0.07942107034053775,0.47599753589223504,1.0
368,4623,Serge Gnabry,9918,Mario Götze,44.88333333333334,4,0.23621074377000795,0.4736494676413081,0.0
374,1681,Achraf Hakimi,13867,Bilal El Khannouss,55.03333333333333,12,0.2884372407151043,0.4717023318781233,0.5
383,1363,Inaki Williams,5085,Abdul Rahman Baba,185.1,4,0.9699329583712446,0.47160435577208004,0.75
370,157,Granit Xhaka,4717,Breel Embolo,330.45,16,1.7298012881096543,0.471121549190101,0.3125
373,8561,Mehdi Taremi,13981,Ali Gholizadeh,197.8,11,1.0214940638031909,0.4647849633078219,0.45454545454545453
51,328,DeAndre Yedlin,1336,Timothy Weah,13.9,1,0.0710197447790947,0.45984007410924627,1.0
360,13947,Ismaeel Mohammed,13962,Almoez Ali,159.76666666666665,6,0.8051379597532142,0.45355153167821377,0.3333333333333333
383,483,Jordan Ayew,4265,Gideon Mensah,78.06666666666666,8,0.387277046473089,0.44647652667691734,0.75
51,107,Christian Pulisic,687,Kellyn Acosta,26.516666666666666,2,0.13150087987409925,0.4463260536267354,0.0
370,4703,Denis Zakaria,8011,Haris Seferovic,40.18333333333333,1,0.19659645046277438,0.44032386250476224,1.0
371,13858,Josip Juranovic,13860,Marko Livaja,172.58333333333334,2,0.8388487978869924,0.43744891439785216,1.0
371,40,Dejan Lovren,13860,Marko Livaja,172.58333333333334,3,0.8377486069919587,0.43687517892386063,0.3333333333333333
378,9824,Montassar Talbi,14028,Issam Jebali,195.98333333333335,2,0.9437750053341433,0.43340292786838785,0.0
370,57,Xherdan Shaqiri,4717,Breel Embolo,227.46666666666667,14,1.0830758603322397,0.42853235974458487,0.35714285714285715
365,127,Diogo Dalot,11488,Ricardo Horta,117.4,13,0.5586670447765817,0.42827967657489224,0.6153846153846154
375,12561,Sergej Milinković-Savić,13906,Andrija Zivkovic,201.43333333333334,22,0.947625589332566,0.42339716882308925,0.5
373,8561,Mehdi Taremi,13980,Saeid Ezatolahi,225.46666666666667,14,1.0553001824309975,0.4212463767835147,0.42857142857142855
366,8033,Davy Klaassen,8342,Memphis Depay,153.41666666666669,12,0.7176495855915779,0.42100030007545036,0.5833333333333334
375,1957,Marko Grujic,4734,Filip Kostic,13.0,7,0.060514993109781166,0.418949952298485,0.7142857142857143
386,13815,Mathew Leckie,13823,Craig Goodwin,219.25,9,1.0205635072577064,0.4189314282927871,0.6666666666666666
381,1406,Pervis Estupinan,11960,Enner Valencia,262.56666666666666,23,1.2203431933301119,0.41829714637441945,0.6956521739130435
380,1267,Lucas Cavallini,12315,Sam Adekugbe,23.583333333333332,1,0.10929536761385206,0.41709892940975346,0.0
360,13954,Abdulaziz Hatem,13961,Akram Afif,207.7,27,0.9510551693380905,0.4121086434300826,0.48148148148148145
368,4616,Joshua Kimmich,9918,Mario Götze,54.03333333333333,8,0.24649448866269538,0.41057070906186155,0.75
370,5006,Renato Steffen,5029,Silvan Widmer,27.133333333333333,7,0.12375381310980041,0.4104856208801733,0.5714285714285714
377,83,Heung-min Son,4915,Hee-chan Hwang,125.8,4,0.5668732397099829,0.40555319216135505,0.5
370,57,Xherdan Shaqiri,4732,Djibril Sow,192.66666666666669,19,0.866164905526943,0.404609903965873,0.47368421052631576
363,3870,Kylian Mbappé,8583,Theo Hernandez,548.4166666666667,98,2.448599523820705,0.4018367247722779,0.3979591836734694
51,107,Christian Pulisic,328,DeAndre Yedlin,48.2,2,0.21402777256851338,0.3996369197337386,0.0
58,3299,César Montes,3367,Henry Martín,146.65,2,0.6504599097872062,0.3991912163712824,1.0
368,1937,Kai Havertz,4897,Lukas Klostermann,34.166666666666664,2,0.15121855487405578,0.39833180308287863,0.5
383,8031,Mohammed Kudus,14040,Andre Ayew,207.58333333333334,11,0.9158654705920924,0.39708338347629857,0.36363636363636365
50,311,Callum Wilson,4677,Jude Bellingham,64.95,2,0.28413705869851974,0.39372340697254465,0.5
373,8561,Mehdi Taremi,13982,Ahmad Nourollahi,224.51666666666665,5,0.9618289960942683,0.38555983808990046,0.4
371,4883,Andrej Kramaric,8136,Ivan Perisic,477.85,31,2.042065089195509,0.384609936230189,0.5483870967741935
364,453,Alexis Mac Allister,3868,Ángel Di María,190.55,14,0.8138932205239894,0.38441558565814243,0.5
57,8927,Ao Tanaka,9981,Ritsu Doan,39.8,1,0.16938277203951402,0.38302636893357445,1.0
375,1991,Aleksandar Mitrovic,3880,Strahinja Pavlovic,238.6,11,1.0125085140744094,0.3819185509920237,0.2727272727272727
366,8026,Daley Blind,8134,Denzel Dumfries,452.45,4,1.8915796556100646,0.3762673643604947,0.5
52,18,Rodri,1841,Pau Torres,97.0,133,0.4025090945027759,0.37346204644587455,0.5112781954887218
364,1389,Angel Correa,4590,Exequiel Palacios,9.416666666666666,3,0.0390551792213927,0.37327073946109834,0.3333333333333333
52,1513,Jordi Alba,1696,Marco Asensio,220.71666666666667,34,0.9022655740270661,0.36791014873866623,0.5882352941176471
50,47,Jordan Henderson,4677,Jude Bellingham,248.31666666666666,20,1.0070024658626762,0.3649784089978154,0.45
365,27,Bernardo Silva,1907,Vitinha,37.03333333333333,14,0.1501087878203827,0.36480083448697864,0.5
383,213,Daniel Amartey,8031,Mohammed Kudus,255.41666666666669,5,1.0324244447028388,0.36379066893281103,0.4
369,1684,Federico Valverde,13929,Nicolas De La Cruz,54.3,7,0.2193615706138889,0.36358271372467776,0.5714285714285714
360,13945,Boualem Khoukhi,13962,Almoez Ali,230.78333333333333,3,0.9282447455066366,0.36199332893304237,0.0
382,13995,Abdulelah Al-Amri,14007,Nasser Al-Dawsari,12.033333333333333,2,0.04770650950049158,0.35680768878484004,1.0
366,8034,Steven Berghuis,8326,Teun Koopmeiners,62.31666666666666,9,0.24157400457958408,0.34888997719437126,0.5555555555555556
374,1810,Youssef En-Nesyri,13864,Yahia Attiat-Allah,203.20000000000002,4,0.786953890114442,0.34855241196013664,0.0
375,1991,Aleksandar Mitrovic,8037,Dusan Tadić,256.68333333333334,20,0.9928556449327487,0.3481215818866855,0.4
376,4625,Robert Lewandowski,7419,Krystian Bielik,235.2,13,0.9083653046972088,0.3475887645525034,0.7692307692307693
360,13947,Ismaeel Mohammed,13949,Tarek Salman,13.65,2,0.0527160956885014,0.34757865289121803,1.0
361,1695,Vinícius Junior,3930,Lucas Paquetá,257.05,12,0.988517031294057,0.3461059436547953,0.5
370,157,Granit Xhaka,13881,Ardon Jashari,5.7,3,0.02188684758914753,0.3455818040391715,0.0
378,12862,Wajdi Kechrida,14027,Naim Sliti,33.833333333333336,4,0.12944351509385665,0.34433250320533293,0.75
375,3880,Strahinja Pavlovic,8037,Dusan Tadić,230.11666666666665,18,0.8795350296174315,0.3439913927670117,0.6666666666666666
379,1168,Nouhou Tolo,4626,Eric Maxim Choupo-Moting,269.9,7,1.0312374080392628,0.34387316311053595,0.14285714285714285
384,7175,Sorba Thomas,7966,Kieffer Moore,8.016666666666667,1,0.030611334242177143,0.34366154866477455,1.0
370,4717,Breel Embolo,5029,Silvan Widmer,242.06666666666666,5,0.913612160137049,0.3396795417749976,0.2
379,4174,Jean-Charles Castelletto,6655,Nicolas N'Koulou,192.53333333333333,16,0.7250912145962388,0.3389449929726186,0.25
370,4717,Breel Embolo,4732,Djibril Sow,267.75,9,1.005808839029671,0.33808700471585584,0.7777777777777778
379,6655,Nicolas N'Koulou,13873,Pierre Kunde,67.0,3,0.2513291189239572,0.3376062791515843,0.0
52,1394,Alvaro Morata,4908,Dani Olmo,167.68333333333334,7,0.6264654442887616,0.33624027424304864,0.5714285714285714
370,4661,Manuel Akanji,4732,Djibril Sow,267.75,18,0.9966463024283296,0.3350071604801108,0.6111111111111112
366,8342,Memphis Depay,11241,Andries Noppert,310.05,2,1.147439684449391,0.3330739287226099,1.0
383,1363,Inaki Williams,4408,Salis Abdul Samed,264.3,3,0.9776010102539514,0.33289478215231033,1.0
361,2074,Raphinha,9330,Dani Alves,52.96666666666667,12,0.19515584999122676,0.33160528318207194,0.4166666666666667
361,1695,Vinícius Junior,1697,Rodrygo,49.11666666666667,5,0.18084639485004944,0.3313778527961544,0.8
379,4626,Eric Maxim Choupo-Moting,13876,Christian Bassogog,29.183333333333334,1,0.10658776059804924,0.32871154039375555,1.0
385,1593,Óscar Duarte,13781,Celso Borges,260.2166666666667,17,0.9453332638483245,0.32695827994497867,0.5882352941176471
363,113,Olivier Giroud,3870,Kylian Mbappé,432.55,16,1.570746723557878,0.3268228068898602,0.5
380,1228,Jonathan Osorio,14033,Liam Millar,14.866666666666667,2,0.05397505117513934,0.3267547941095879,1.0
364,1531,Lionel Messi,3868,Ángel Di María,294.3833333333333,33,1.0668327072893062,0.32615618068064617,0.42424242424242425
386,449,Aaron Mooy,13819,Mitchell Duke,272.29999999999995,10,0.9815299672250988,0.3244131364313585,0.5
383,1363,Inaki Williams,1380,Thomas Partey,272.7,6,0.9820705916371258,0.32411570681093266,0.6666666666666666
361,195,Richarlison,3865,Neymar,241.85,16,0.8677603799436379,0.32292096007826093,0.625
384,71,Ben Davies,8062,Aaron Ramsey,245.98333333333332,17,0.8702841131045361,0.31841819979432856,0.5882352941176471
364,1531,Lionel Messi,13222,Nahuel Molina,579.15,51,2.0445045582728607,0.3177163260719286,0.5294117647058824
52,18,Rodri,1519,Sergio Busquets,346.25,77,1.2154081813112008,0.31591837203756845,0.5584415584415584
385,3316,Joel Campbell,13791,Roan Wilson,7.566666666666666,3,0.026503578021762952,0.3152407958535681,0.6666666666666666
364,1531,Lionel Messi,11856,Enzo Fernandez,535.8166666666667,69,1.844005480478347,0.3097337271636154,0.5072463768115942
368,4624,Thomas Müller,4897,Lukas Klostermann,18.866666666666667,5,0.0648122837033946,0.3091752049455219,0.4
367,92,Andreas Christensen,2073,Joachim Andersen,290.7833333333333,96,0.9983413842158355,0.30899544189634387,0.4479166666666667
383,1363,Inaki Williams,14034,Lawrence Ati Zigi,272.7,3,0.9308219865771391,0.30720197576803276,0.3333333333333333
365,133,Bruno Fernandes,8564,Pepe,284.78333333333336,26,0.9646987284011134,0.3048734788649858,0.5
51,107,Christian Pulisic,1336,Timothy Weah,288.85,9,0.9765734648446389,0.30428115574179504,0.6666666666666666
373,457,Alireza Jahanbakhsh,8561,Mehdi Taremi,85.7,6,0.28968659404639796,0.30422162735327674,0.3333333333333333
385,13780,Keysher Fuller,13788,Yeltsin Tejeda,267.9,5,0.9039929830225135,0.3036930514073394,0.4
50,118,Harry Maguire,163,Bukayo Saka,289.7833333333333,5,0.9688552316297994,0.30090402316678655,0.6
51,107,Christian Pulisic,8343,Sergiño Dest,277.8666666666667,9,0.9272389693983798,0.3003293207024503,0.3333333333333333
368,26,Leroy Sané,9918,Mario Götze,34.06666666666667,5,0.11360250022739325,0.30012402212716416,0.6
384,2083,Joe Rodon,8062,Aaron Ramsey,281.3833333333333,21,0.933302547129421,0.29851529671852595,0.42857142857142855
51,107,Christian Pulisic,916,Walker Zimmerman,291.2833333333333,5,0.9637350742142309,0.29777246671378654,0.6
366,3315,Vincent Janssen,8326,Teun Koopmeiners,13.9,1,0.04562231270882802,0.2953962693377354,0.0
373,8561,Mehdi Taremi,13978,Ramin Rezaeian,202.0,11,0.6610439853529874,0.2945245479295488,0.5454545454545454
375,1957,Marko Grujic,12664,Saša Lukić,18.05,3,0.05880143024518497,0.29319272698430177,0.3333333333333333
370,4566,Rubén Vargas,8328,Remo Freuler,275.41666666666663,20,0.8956843587773788,0.2926895937910951,0.5
376,4625,Robert Lewandowski,13850,Grzegorz Krychowiak,347.9166666666667,18,1.1235561576429245,0.2906444671267924,0.4444444444444444
377,5038,Jae-sung Lee,13919,Seung-ho Paik,9.15,1,0.02954755424558824,0.2906316811041466,0.0
365,133,Bruno Fernandes,1393,Joao Felix,340.2833333333333,27,1.0935960943631757,0.289240285524864,0.5185185185185185
